path,surface,current_folder,file_role,owner,imported_by,exported_by,registered_by,mounted_by,route_reference,used_status,dead_risk,noise_risk,recommended_action,action_taken,reason,notes
control-panel/support/SupportTicketDetailWorkspace.tsx,control-panel,support,WORKSPACE,dsh,—,control-panel/support/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-047: exported from support/index.ts; NOT mounted in CP routing; BLOCKED_BY_CONTRACT CG-032,
control-panel/support/SupportTicketListScreen.tsx,control-panel,support,SCREEN,dsh,—,control-panel/support/index.ts,—,—,—,EXPORTED_ONLY,LOW,LOW,WIRE_TO_PARENT,EXPORTED_ONLY,ML-046: exported from support/index.ts; NOT mounted in CP routing; BLOCKED_BY_CONTRACT CG-032,
control-panel/support/closure-workspaces.tsx,control-panel,support,WORKSPACE,dsh,—,control-panel/support/index.ts,—,—,—,EXPORTED_ONLY,LOW,MEDIUM,OWNER_DECISION,EXPORTED_ONLY,Support closure workspaces; exported but not mounted,
control-panel/support/index.ts,control-panel,support,INDEX,dsh,control-panel/index.ts,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Support barrel export,
control-panel/surface-catalog.ts,control-panel,—,DATA,dsh,DshControlPanelSurfaceHost.tsx,control-panel/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,CP surface catalog definitions,
control-panel/surface-meta.ts,control-panel,—,DATA,dsh,DshControlPanelSurfaceHost.tsx,control-panel/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,CP surface metadata definitions,
shared/banner.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Banner preview store,
shared/campaign.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Campaign preview store,
shared/catalog-adoption.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,ControlPanelDshCatalogScreen.tsx,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Catalog adoption preview store; imported by catalog screen,
shared/catalog.ts,shared,—,DATA,dsh,multiple,shared/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Shared catalog type/data definitions,
shared/dshCrossSurfaceClosureMap.ts,shared,—,DATA,dsh,multiple,shared/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Cross-surface closure map,
shared/dshFinancePreviewModel.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Finance preview model; shared across surfaces,
shared/dshStoreProductCardModel.ts,shared,—,DATA,dsh,multiple,shared/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Store product card model,
shared/growth.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Growth preview store,
shared/index.ts,shared,—,INDEX,dsh,external consumers,—,—,—,—,EXPORTED_ONLY,LOW,LOW,KEEP,VERIFIED,Shared barrel export,
shared/loyalty.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Loyalty preview store,
shared/marketing-review.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Marketing review preview store,
shared/news-ticker-fixtures.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,News ticker fixture data,
shared/news-ticker.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,News ticker preview store,
shared/partner-offer.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Partner offer preview store,
shared/promo.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Promo preview store,
shared/store-card-commercial-map.ts,shared,—,DATA,dsh,multiple,shared/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Store card commercial mapping,
shared/video.preview-store.ts,shared,—,FIXTURE_PREVIEW_DATA,dsh,multiple,shared/index.ts,—,—,—,PREVIEW_FIXTURE,LOW,LOW,KEEP,VERIFIED,Video preview store,
shared/workflow.ts,shared,—,DATA,dsh,"ControlPanelDshCatalogScreen.tsx,multiple",shared/index.ts,—,—,—,IMPORTED_RENDERED,LOW,LOW,KEEP,VERIFIED,Shared workflow definitions including ApprovalRecord,
